Order ID,Order Date,Region,Category,Product Name,Quantity,Unit Price,Sales,Cost,Profit,Customer Segment
ORD-100056,2023-05-18,East,Technology,Mouse,8,240.45,1923.6,1721.67,201.93,Consumer
ORD-100057,2024-03-09,South,Technology,Monitor,6,272.53,1635.18,1025.4,609.78,Home Office
ORD-100058,2024-11-15,North,Technology,Monitor,1,83.85,83.85,63.09,20.76,Corporate
ORD-100059,2025-02-19,North,Furniture,Office Chair,3,299.54,898.62,721.83,176.79,Consumer
ORD-100060,2023-12-18,West,Technology,Mouse,3,358.46,1075.38,906.38,169.0,Corporate
ORD-100061,2025-02-24,North,Office Supplies,Paper Ream,4,326.13,1304.52,850.95,453.57,Home Office
ORD-100062,2025-04-23,West,Office Supplies,Pen Set,1,204.81,204.81,154.7,50.11,Home Office
ORD-100063,2022-03-01,North,Technology,Laptop,8,77.39,619.12,434.82,184.3,Home Office
ORD-100064,2025-04-09,West,Technology,Monitor,9,112.45,1012.05,771.62,240.43,Home Office
ORD-100065,2023-07-27,North,Office Supplies,Stapler,3,121.99,365.97,238.79,127.18,Consumer
ORD-100066,2023-01-11,South,Technology,Keyboard,9,263.15,2368.35,1606.33,762.02,Corporate
ORD-100067,2022-10-24,South,Office Supplies,Paper Ream,1,55.62,55.62,48.34,7.28,Corporate
ORD-100068,2024-04-13,West,Technology,Keyboard,5,442.49,2212.45,1452.72,759.73,Consumer
ORD-100069,2024-09-05,West,Furniture,Bookshelf,9,181.11,1629.99,1332.98,297.01,Consumer
ORD-100070,2024-03-22,East,Office Supplies,Pen Set,3,429.6,1288.8,929.68,359.12,Corporate
ORD-100071,2023-11-07,West,Office Supplies,Pen Set,1,324.6,324.6,202.95,121.65,Home Office
ORD-100072,2025-06-03,West,Furniture,Office Chair,8,394.82,3158.56,2529.05,629.51,Consumer
ORD-100073,2023-08-22,East,Office Supplies,Stapler,3,192.42,577.26,509.17,68.09,Consumer
ORD-100074,2022-12-16,North,Office Supplies,Paper Ream,9,12.48,112.32,72.81,39.51,Corporate
ORD-100075,2022-11-25,East,Technology,Laptop,2,247.95,495.9,364.25,131.65,Corporate
ORD-100076,2024-12-03,East,Office Supplies,Notebook,9,96.2,865.8,524.17,341.63,Consumer
ORD-100077,2025-03-22,South,Furniture,Office Chair,5,97.62,488.1,346.52,141.58,Home Office
ORD-100078,2024-11-11,North,Office Supplies,Paper Ream,8,426.12,3408.96,2717.91,691.05,Home Office
ORD-100079,2024-02-09,North,Technology,Mouse,1,275.84,275.84,207.61,68.23,Corporate
ORD-100080,2022-12-28,South,Office Supplies,Pen Set,6,139.95,839.7,565.28,274.42,Corporate
ORD-100081,2023-03-26,North,Office Supplies,Stapler,6,489.66,2937.96,2191.78,746.18,Consumer
ORD-100082,2023-11-13,East,Technology,Laptop,8,319.26,2554.08,2141.45,412.63,Consumer
ORD-100083,2023-09-04,West,Technology,Keyboard,1,292.68,292.68,218.85,73.83,Home Office
ORD-100084,2022-12-08,East,Office Supplies,Notebook,5,122.79,613.95,460.31,153.64,Home Office
ORD-100085,2024-04-14,North,Furniture,Desk,4,21.91,87.64,69.55,18.09,Consumer
ORD-100086,2022-04-18,North,Furniture,Filing Cabinet,1,497.33,497.33,368.51,128.82,Home Office
ORD-100087,2023-04-08,North,Technology,Mouse,5,442.91,2214.55,1825.49,389.06,Consumer
ORD-100088,2023-03-19,South,Furniture,Office Chair,5,464.88,2324.4,1693.22,631.18,Consumer
ORD-100089,2022-05-19,East,Technology,Keyboard,5,290.42,1452.1,1298.32,153.78,Home Office
ORD-100090,2022-05-22,South,Technology,Monitor,4,154.28,617.12,441.57,175.55,Consumer
ORD-100091,2023-11-05,South,Office Supplies,Paper Ream,7,141.55,990.85,738.76,252.09,Corporate
ORD-100092,2025-03-28,South,Furniture,Bookshelf,2,282.83,565.66,498.26,67.4,Home Office
ORD-100093,2022-10-31,North,Furniture,Office Chair,3,289.33,867.99,546.1,321.89,Consumer
ORD-100094,2025-05-05,North,Furniture,Desk,6,185.74,1114.44,753.64,360.8,Home Office
ORD-100095,2025-03-15,South,Technology,Monitor,2,168.05,336.1,287.23,48.87,Corporate
ORD-100096,2024-12-10,South,Office Supplies,Notebook,9,354.22,3187.98,2256.6,931.38,Home Office
ORD-100097,2023-11-03,East,Furniture,Office Chair,7,215.69,1509.83,1021.95,487.88,Consumer
ORD-100098,2024-08-08,North,Technology,Laptop,8,457.49,3659.92,2757.39,902.53,Consumer
ORD-100099,2025-03-01,East,Office Supplies,Paper Ream,9,317.67,2859.03,1882.05,976.98,Home Office
ORD-100100,2023-02-25,West,Technology,Monitor,8,353.96,2831.68,2375.04,456.64,Home Office
ORD-100101,2024-08-07,South,Furniture,Filing Cabinet,3,175.62,526.86,375.48,151.38,Home Office
ORD-100102,2022-04-15,East,Office Supplies,Notebook,2,224.85,449.7,360.48,89.22,Home Office
ORD-100103,2023-09-19,East,Technology,Monitor,3,238.14,714.42,544.95,169.47,Corporate
ORD-100104,2025-04-09,West,Office Supplies,Paper Ream,6,299.51,1797.06,1094.68,702.38,Corporate
ORD-100105,2023-01-13,South,Technology,Mouse,4,29.03,116.12,80.24,35.88,Home Office
ORD-100106,2023-07-20,North,Technology,Mouse,5,265.9,1329.5,1104.81,224.69,Corporate
ORD-100107,2022-07-12,North,Office Supplies,Notebook,5,234.06,1170.3,997.81,172.49,Consumer
ORD-100108,2024-06-16,North,Furniture,Desk,4,211.56,846.24,685.33,160.91,Corporate
ORD-100109,2022-11-16,North,Technology,Mouse,8,365.78,2926.24,2612.42,313.82,Consumer
ORD-100110,2022-04-03,East,Office Supplies,Notebook,3,399.64,1198.92,816.76,382.16,Consumer
ORD-100111,2024-12-27,West,Furniture,Office Chair,7,132.92,930.44,609.72,320.72,Consumer
ORD-100112,2023-12-30,South,Furniture,Desk,7,219.87,1539.09,1241.35,297.74,Consumer
ORD-100113,2023-04-26,West,Technology,Laptop,1,94.91,94.91,61.4,33.51,Consumer
ORD-100114,2022-06-13,West,Office Supplies,Pen Set,2,127.5,255.0,160.18,94.82,Consumer
ORD-100115,2025-06-16,North,Office Supplies,Paper Ream,9,333.5,3001.5,2052.97,948.53,Corporate
ORD-100116,2024-08-24,South,Office Supplies,Notebook,7,331.98,2323.86,1698.05,625.81,Corporate
ORD-100117,2023-03-11,West,Furniture,Filing Cabinet,7,33.38,233.66,179.87,53.79,Consumer
ORD-100118,2023-08-05,East,Furniture,Desk,3,381.34,1144.02,691.35,452.67,Corporate
ORD-100119,2023-07-03,North,Office Supplies,Stapler,5,56.14,280.7,194.64,86.06,Consumer
ORD-100120,2022-08-21,North,Technology,Keyboard,4,95.91,383.64,232.16,151.48,Consumer
ORD-100121,2022-06-07,North,Technology,Keyboard,5,242.0,1210.0,788.87,421.13,Corporate
ORD-100122,2025-04-24,South,Furniture,Bookshelf,5,205.27,1026.35,805.43,220.92,Home Office
ORD-100123,2024-12-01,East,Furniture,Office Chair,5,444.47,2222.35,1507.35,715.0,Consumer
ORD-100124,2024-12-20,West,Furniture,Filing Cabinet,3,256.54,769.62,659.52,110.1,Consumer
ORD-100125,2023-06-22,North,Office Supplies,Pen Set,5,345.14,1725.7,1354.25,371.45,Corporate
ORD-100126,2023-01-27,North,Office Supplies,Pen Set,7,472.68,3308.76,2846.06,462.7,Consumer
ORD-100127,2023-04-15,West,Technology,Monitor,4,291.98,1167.92,836.76,331.16,Corporate
ORD-100128,2023-09-27,East,Technology,Monitor,1,234.54,234.54,179.11,55.43,Consumer
ORD-100129,2023-08-04,South,Office Supplies,Pen Set,5,316.71,1583.55,1339.89,243.66,Home Office
ORD-100130,2024-08-27,West,Office Supplies,Notebook,8,453.62,3628.96,2390.53,1238.43,Corporate
ORD-100131,2022-08-24,West,Furniture,Office Chair,2,29.09,58.18,45.7,12.48,Corporate
ORD-100132,2023-09-13,North,Technology,Mouse,7,44.88,314.16,218.56,95.6,Consumer
ORD-100133,2025-05-01,East,Technology,Mouse,2,137.74,275.48,206.28,69.2,Corporate
ORD-100134,2022-12-04,West,Technology,Monitor,5,180.68,903.4,795.89,107.51,Consumer
ORD-100135,2022-12-14,West,Furniture,Office Chair,8,370.18,2961.44,2490.7,470.74,Corporate
ORD-100136,2024-03-20,South,Technology,Mouse,9,278.51,2506.59,1822.39,684.2,Home Office
ORD-100137,2022-02-28,North,Office Supplies,Notebook,8,405.35,3242.8,2909.28,333.52,Consumer
ORD-100138,2023-08-31,South,Technology,Monitor,4,192.29,769.16,640.65,128.51,Consumer
ORD-100139,2022-03-18,West,Furniture,Bookshelf,8,434.89,3479.12,2673.91,805.21,Home Office
ORD-100140,2023-05-11,North,Office Supplies,Notebook,1,343.12,343.12,282.04,61.08,Consumer
ORD-100141,2022-03-06,West,Technology,Laptop,3,60.53,181.59,158.12,23.47,Corporate
ORD-100142,2024-02-12,North,Office Supplies,Stapler,4,414.96,1659.84,1155.27,504.57,Corporate
ORD-100143,2024-11-27,West,Furniture,Filing Cabinet,3,200.71,602.13,363.24,238.89,Consumer
ORD-100144,2025-03-01,North,Office Supplies,Notebook,9,425.1,3825.9,2702.89,1123.01,Corporate
ORD-100145,2022-09-29,West,Furniture,Desk,4,290.98,1163.92,918.97,244.95,Corporate
ORD-100146,2024-11-15,West,Furniture,Office Chair,5,54.94,274.7,214.47,60.23,Consumer
ORD-100147,2025-03-16,South,Furniture,Bookshelf,4,339.53,1358.12,1121.42,236.7,Consumer
ORD-100148,2023-09-11,East,Furniture,Filing Cabinet,7,392.84,2749.88,1743.53,1006.35,Corporate
ORD-100149,2022-04-10,West,Office Supplies,Paper Ream,5,252.27,1261.35,778.59,482.76,Corporate
ORD-100150,2025-01-04,North,Technology,Monitor,5,371.15,1855.75,1417.37,438.38,Consumer
ORD-100151,2025-01-31,South,Office Supplies,Stapler,2,484.64,969.28,781.64,187.64,Home Office
ORD-100152,2022-08-13,South,Technology,Mouse,1,59.55,59.55,37.23,22.32,Home Office
ORD-100153,2024-08-20,West,Technology,Keyboard,8,45.65,365.2,309.16,56.04,Consumer
ORD-100154,2022-01-03,North,Office Supplies,Stapler,2,49.86,99.72,62.37,37.35,Corporate
ORD-100155,2023-04-09,East,Furniture,Office Chair,3,294.84,884.52,759.75,124.77,Consumer
ORD-100156,2023-07-31,North,Furniture,Office Chair,6,408.27,2449.62,2165.89,283.73,Consumer
ORD-100157,2024-08-28,South,Furniture,Office Chair,9,300.03,2700.27,1903.87,796.4,Home Office
ORD-100158,2024-10-01,South,Office Supplies,Stapler,3,390.8,1172.4,899.84,272.56,Consumer
ORD-100159,2022-12-20,East,Furniture,Office Chair,3,64.49,193.47,144.67,48.8,Corporate
ORD-100160,2024-08-26,West,Office Supplies,Paper Ream,2,239.64,479.28,295.66,183.62,Home Office
ORD-100161,2022-05-22,North,Furniture,Office Chair,8,67.59,540.72,429.74,110.98,Corporate
ORD-100162,2022-09-22,North,Furniture,Bookshelf,1,343.71,343.71,230.72,112.99,Home Office
ORD-100163,2022-05-24,East,Technology,Keyboard,9,193.69,1743.21,1195.34,547.87,Home Office
ORD-100164,2023-07-10,West,Technology,Keyboard,8,268.9,2151.2,1572.31,578.89,Consumer
ORD-100165,2023-03-03,East,Furniture,Bookshelf,5,31.27,156.35,137.18,19.17,Consumer
ORD-100166,2023-03-12,South,Office Supplies,Pen Set,5,133.97,669.85,541.66,128.19,Consumer
ORD-100167,2023-09-08,West,Technology,Mouse,9,266.32,2396.88,1890.71,506.17,Consumer
ORD-100168,2023-02-17,North,Technology,Laptop,1,317.5,317.5,246.16,71.34,Home Office
ORD-100169,2022-04-14,North,Furniture,Office Chair,7,32.27,225.89,154.57,71.32,Corporate
ORD-100170,2022-03-11,East,Office Supplies,Paper Ream,8,203.32,1626.56,1028.03,598.53,Home Office
ORD-100171,2024-01-21,West,Office Supplies,Notebook,5,145.92,729.6,478.94,250.66,Consumer
ORD-100172,2024-04-12,East,Furniture,Desk,8,183.14,1465.12,1135.61,329.51,Consumer
ORD-100173,2024-09-27,North,Office Supplies,Notebook,5,487.45,2437.25,2183.44,253.81,Consumer
ORD-100174,2024-04-03,North,Technology,Monitor,6,25.83,154.98,106.0,48.98,Corporate
ORD-100175,2022-01-09,South,Technology,Keyboard,5,408.76,2043.8,1646.12,397.68,Consumer
ORD-100176,2025-02-05,South,Technology,Mouse,3,413.04,1239.12,1096.55,142.57,Home Office
ORD-100177,2024-10-08,North,Office Supplies,Stapler,5,310.57,1552.85,1126.55,426.3,Home Office
ORD-100178,2022-06-06,South,Technology,Mouse,8,439.56,3516.48,2691.78,824.7,Home Office
ORD-100179,2024-02-24,East,Technology,Keyboard,5,22.92,114.6,81.7,32.9,Corporate
ORD-100180,2024-11-09,East,Technology,Keyboard,1,245.38,245.38,219.76,25.62,Consumer
ORD-100181,2023-03-01,South,Office Supplies,Notebook,5,377.29,1886.45,1354.28,532.17,Consumer
ORD-100182,2022-06-19,East,Technology,Laptop,1,420.78,420.78,311.63,109.15,Consumer
ORD-100183,2024-05-08,West,Furniture,Filing Cabinet,3,75.59,226.77,136.99,89.78,Home Office
ORD-100184,2022-12-13,East,Technology,Laptop,7,433.71,3035.97,2561.96,474.01,Home Office
ORD-100185,2022-02-09,West,Furniture,Filing Cabinet,5,498.35,2491.75,1910.25,581.5,Consumer
ORD-100186,2024-04-07,West,Technology,Mouse,5,365.8,1829.0,1512.81,316.19,Home Office
ORD-100187,2023-02-03,North,Furniture,Office Chair,3,131.2,393.6,289.36,104.24,Home Office
ORD-100188,2022-12-07,South,Technology,Keyboard,1,477.49,477.49,373.33,104.16,Home Office
ORD-100189,2025-01-31,South,Technology,Keyboard,1,339.13,339.13,266.37,72.76,Consumer
ORD-100190,2025-02-28,East,Technology,Keyboard,8,20.87,166.96,125.13,41.83,Home Office
ORD-100191,2025-02-13,West,Technology,Laptop,6,388.44,2330.64,1762.08,568.56,Consumer
ORD-100192,2025-06-17,West,Office Supplies,Notebook,1,280.43,280.43,215.45,64.98,Consumer
ORD-100193,2024-10-13,West,Furniture,Bookshelf,9,299.08,2691.72,2002.68,689.04,Corporate
ORD-100194,2025-06-15,East,Office Supplies,Pen Set,7,380.02,2660.14,2091.12,569.02,Home Office
ORD-100195,2023-01-20,East,Furniture,Desk,2,404.47,808.94,704.54,104.4,Consumer
ORD-100196,2022-09-20,North,Office Supplies,Paper Ream,2,181.79,363.58,282.49,81.09,Home Office
ORD-100197,2023-12-03,North,Office Supplies,Paper Ream,3,453.04,1359.12,957.47,401.65,Home Office
ORD-100198,2023-10-10,South,Technology,Monitor,6,230.95,1385.7,1209.91,175.79,Home Office
ORD-100199,2023-01-18,North,Furniture,Office Chair,7,266.57,1865.99,1510.13,355.86,Corporate
ORD-100200,2022-04-23,East,Technology,Laptop,4,235.08,940.32,801.74,138.58,Consumer
ORD-100201,2023-02-23,North,Technology,Monitor,1,136.54,136.54,100.73,35.81,Consumer
ORD-100202,2025-06-24,North,Technology,Mouse,2,314.19,628.38,442.52,185.86,Corporate
ORD-100203,2024-12-10,South,Technology,Laptop,3,273.26,819.78,605.03,214.75,Corporate
ORD-100204,2025-05-25,South,Office Supplies,Paper Ream,6,351.86,2111.16,1380.74,730.42,Corporate
ORD-100205,2024-07-02,West,Office Supplies,Paper Ream,4,179.38,717.52,623.55,93.97,Home Office
ORD-100206,2022-05-11,East,Office Supplies,Notebook,3,262.47,787.41,702.32,85.09,Consumer
ORD-100207,2024-10-05,South,Office Supplies,Paper Ream,3,30.03,90.09,58.62,31.47,Corporate
ORD-100208,2024-03-02,South,Furniture,Bookshelf,6,53.46,320.76,204.06,116.7,Consumer
ORD-100209,2023-12-06,East,Office Supplies,Stapler,9,184.44,1659.96,1441.29,218.67,Home Office
ORD-100210,2023-09-29,West,Office Supplies,Notebook,1,256.67,256.67,207.16,49.51,Corporate
ORD-100211,2022-05-22,South,Furniture,Office Chair,9,55.22,496.98,369.92,127.06,Consumer
ORD-100212,2023-04-05,South,Technology,Laptop,6,50.06,300.36,258.93,41.43,Corporate
ORD-100213,2023-02-01,East,Furniture,Bookshelf,1,145.67,145.67,122.63,23.04,Home Office
ORD-100214,2024-01-12,South,Office Supplies,Notebook,1,302.67,302.67,271.16,31.51,Consumer
ORD-100215,2023-01-28,North,Technology,Laptop,8,247.42,1979.36,1554.74,424.62,Home Office
ORD-100216,2023-04-10,North,Office Supplies,Notebook,7,270.32,1892.24,1544.36,347.88,Consumer
ORD-100217,2023-05-19,East,Technology,Keyboard,8,75.23,601.84,485.17,116.67,Home Office
ORD-100218,2024-04-02,North,Furniture,Filing Cabinet,7,260.72,1825.04,1386.36,438.68,Home Office
ORD-100219,2024-05-20,East,Office Supplies,Pen Set,2,229.23,458.46,348.33,110.13,Home Office
ORD-100220,2024-12-08,East,Technology,Mouse,9,371.33,3341.97,2187.94,1154.03,Home Office
ORD-100221,2023-02-27,South,Technology,Mouse,7,167.82,1174.74,779.36,395.38,Consumer
ORD-100222,2022-06-13,South,Technology,Monitor,9,446.36,4017.24,3125.73,891.51,Consumer
ORD-100223,2024-07-08,North,Furniture,Desk,4,184.0,736.0,584.86,151.14,Corporate
ORD-100224,2024-12-16,South,Technology,Laptop,2,52.59,105.18,80.06,25.12,Home Office
ORD-100225,2023-08-31,North,Office Supplies,Stapler,2,283.29,566.58,439.64,126.94,Corporate
ORD-100226,2022-02-17,North,Furniture,Office Chair,3,195.6,586.8,411.48,175.32,Corporate
ORD-100227,2023-04-17,West,Furniture,Office Chair,4,326.5,1306.0,1007.23,298.77,Corporate
ORD-100228,2025-03-03,West,Technology,Mouse,8,254.14,2033.12,1421.36,611.76,Corporate
ORD-100229,2022-04-21,West,Furniture,Filing Cabinet,9,126.24,1136.16,716.39,419.77,Home Office
ORD-100230,2025-06-13,West,Technology,Monitor,6,189.02,1134.12,846.44,287.68,Home Office
ORD-100231,2023-07-29,West,Furniture,Bookshelf,8,449.42,3595.36,2243.76,1351.6,Home Office
ORD-100232,2023-08-29,North,Technology,Monitor,3,18.94,56.82,45.97,10.85,Home Office
ORD-100233,2022-02-25,North,Office Supplies,Pen Set,8,64.9,519.2,373.49,145.71,Home Office
ORD-100234,2024-06-22,East,Office Supplies,Stapler,4,12.6,50.4,44.98,5.42,Corporate
ORD-100235,2022-06-11,East,Technology,Laptop,8,364.22,2913.76,2465.79,447.97,Corporate
ORD-100236,2023-02-03,South,Office Supplies,Paper Ream,2,282.81,565.62,436.37,129.25,Consumer
ORD-100237,2022-12-13,North,Furniture,Filing Cabinet,3,420.91,1262.73,835.33,427.4,Consumer
ORD-100238,2022-09-20,South,Furniture,Filing Cabinet,6,358.37,2150.22,1418.83,731.39,Corporate
ORD-100239,2025-04-13,North,Technology,Keyboard,4,128.78,515.12,326.82,188.3,Home Office
ORD-100240,2024-09-05,North,Office Supplies,Stapler,6,294.81,1768.86,1143.23,625.63,Corporate
ORD-100241,2022-08-04,East,Office Supplies,Notebook,4,167.11,668.44,520.16,148.28,Consumer
ORD-100242,2022-06-09,West,Furniture,Filing Cabinet,6,174.94,1049.64,672.11,377.53,Corporate
ORD-100243,2023-11-28,East,Office Supplies,Pen Set,7,278.97,1952.79,1289.86,662.93,Corporate
ORD-100244,2024-06-07,North,Technology,Laptop,8,406.84,3254.72,2201.47,1053.25,Corporate
ORD-100245,2022-05-11,South,Furniture,Desk,5,11.33,56.65,35.97,20.68,Corporate
ORD-100246,2022-04-13,East,Technology,Laptop,8,306.99,2455.92,2058.77,397.15,Consumer
ORD-100247,2023-03-15,North,Office Supplies,Pen Set,1,426.86,426.86,351.64,75.22,Corporate
ORD-100248,2024-01-13,East,Office Supplies,Stapler,2,70.91,141.82,116.19,25.63,Consumer
ORD-100249,2024-02-05,East,Furniture,Filing Cabinet,9,110.45,994.05,709.52,284.53,Corporate
ORD-100250,2022-07-08,West,Furniture,Office Chair,1,373.15,373.15,288.2,84.95,Consumer
ORD-100251,2023-05-07,East,Office Supplies,Pen Set,8,415.69,3325.52,2744.05,581.47,Consumer
ORD-100252,2022-04-04,North,Office Supplies,Paper Ream,3,90.49,271.47,229.22,42.25,Home Office
ORD-100253,2024-03-15,East,Furniture,Office Chair,4,164.94,659.76,512.3,147.46,Consumer
ORD-100254,2025-04-30,North,Technology,Mouse,2,410.13,820.26,600.22,220.04,Home Office
ORD-100255,2024-10-19,East,Technology,Monitor,3,315.81,947.43,721.88,225.55,Home Office
ORD-100256,2023-08-18,West,Technology,Keyboard,1,123.78,123.78,107.67,16.11,Corporate
ORD-100257,2023-06-29,South,Furniture,Office Chair,7,270.61,1894.27,1174.42,719.85,Consumer
ORD-100258,2024-08-10,East,Furniture,Desk,8,315.88,2527.04,1604.85,922.19,Home Office
ORD-100259,2022-12-24,East,Furniture,Office Chair,6,173.08,1038.48,850.69,187.79,Corporate
ORD-100260,2024-11-10,West,Technology,Laptop,4,399.07,1596.28,1254.71,341.57,Corporate
ORD-100261,2024-05-26,North,Furniture,Desk,4,373.32,1493.28,1152.73,340.55,Consumer
ORD-100262,2023-04-24,East,Furniture,Bookshelf,6,378.68,2272.08,1845.14,426.94,Corporate
ORD-100263,2024-11-25,East,Technology,Keyboard,7,80.13,560.91,370.97,189.94,Home Office
ORD-100264,2022-01-27,East,Technology,Monitor,2,383.6,767.2,662.12,105.08,Consumer
ORD-100265,2022-08-14,East,Office Supplies,Notebook,1,60.43,60.43,45.98,14.45,Home Office
ORD-100266,2024-09-26,West,Office Supplies,Paper Ream,4,233.93,935.72,730.97,204.75,Home Office
ORD-100267,2024-08-15,West,Technology,Laptop,8,83.46,667.68,446.53,221.15,Consumer
ORD-100268,2022-12-30,South,Office Supplies,Paper Ream,2,15.98,31.96,24.91,7.05,Corporate
ORD-100269,2022-04-08,East,Technology,Monitor,4,275.93,1103.72,745.61,358.11,Home Office
ORD-100270,2025-01-24,South,Office Supplies,Notebook,5,415.13,2075.65,1842.6,233.05,Corporate
ORD-100271,2025-06-22,West,Technology,Keyboard,8,295.86,2366.88,1704.76,662.12,Consumer
